,composer,midi_list
433,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
434,Johann Sebastian Bach,-1 -1 -1 ... 73 -1 -1
435,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
436,Johann Sebastian Bach,-1 -1 -1 ... 65 61 -1
437,Johann Sebastian Bach,-1 -1 -1 ... 66 -1 65
438,Johann Sebastian Bach,-1 -1 -1 ... 68 -1 65
439,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
440,Johann Sebastian Bach,-1 -1 -1 ... 73 -1 -1
441,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 65
442,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
443,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
444,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
445,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
446,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
447,Johann Sebastian Bach,-1 -1 -1 ... 54 -1 -1
448,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
449,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
450,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
451,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
452,Johann Sebastian Bach,"-1 -1 -1 -1 -1 62 62 62 55 59 -1 52 57 55 54 69 50 69 -1 69 62 54 59 66
 57 56 59 64 62 61 57 64 61 69 67 66 57 62 69 61 59 74 62 74 67 74 66 67
 64 59 67 64 62 61 57 64 69 57 66 -1 67 64 57 50 62 66 57 54 62 61 68 59
 47 52 59 49 69 64 47 52 45 61 57 64 54 45 67 52 50 66 49 57 62 47 45 50
 -1 43 64 59 62 52 57 61 42 62 50 56 47 45 54 49 52 47 44 71 69 71 62 61
 52 64 43 64 64 42 57 55 64 55 60 54 52 67 51 54 59 57 52 71 59 71 55 64
 71 62 64 61 59 67 49 50 59 52 61 61 64 62 46 54 61 64 62 47 59 66 57 56
 71 54 69 68 52 71 50 49 76 47 45 73 52 69 57 45 55 47 54 62 74 52 50 74
 66 47 40 67 52 59 54 71 55 64 52 45 55 64 54 52 67 38 66 50 57 62 69 59
 74 72 62 67 74 66 79 64 62 52 78 61 76 54 62 57 79 64 78 62 66 61 74 59
 47 59 52 73 68 50 71 76 49 59 52 68 57 73 61 64 69 54 57 73 52 68 50 71
 62 61 69 64 68 59 49 64 57 69 54 62 61 56 50 54 59 61 52 62 68 45 69 61
 66 42 63 47 66 59 59 71 69 59 52 67 59 55 49 64 47 62 46 61 49 78 78 54
 46 52 71 45 51 71 54 71 53 74 44 64 49 59 68 67 58 73 61 71 42 70 54 61
 64 56 71 58 73 61 59 62 74 66 57 56 71 69 54 68 53 56 61 73 59 57 54 61
 54 66 54 64 47 62 54 71 69 59 50 68 49 57 66 56 65 59 44 49 47 45 54 56
 57 66 61 47 62 49 56 61 54 56 65 59 42 66 57 54 57 57 81 57 50 81 81 69
 74 54 69 69 78 62 47 55 52 50 71 49 52 76 47 74 64 45 73 69 52 67 57 66
 69 59 74 72 62 71 67 66 47 57 64 55 52 71 72 48 76 77 47 52 45 72 57 55
 64 54 67 52 47 66 62 71 59 67 57 66 50 64 54 62 52 55 60 69 57 54 55 59
 52 67 64 57 48 45 66 67 64 66 50 62 48 67 55 50 62 55 62 71 62 52 55 71
 71 79 64 79 59 79 73 52 57 76 45 50 54 69 64 48 47 74 62 72 45 43 71 47
 44 52 50 59 49 45 64 64 62 69 61 52 64 67 46 66 49 54 73 52 61 47 50 66
 66 71 62 69 54 67 47 59 57 52 55 59 49 64 52 62 61 57 64 54 57 67 61 62
 69 61 74 59 62 73 57 66 55 54 74 69 79 52 67 71 49 76 47 45 73 76 42 40
 74 38 62 76 79 62 78 50 62 52 55 74 71 59 79 76 52 74 78 57 73 52 55 54
 57 52 64 50 54 69 52 74 54 57 66 72 64 71 62 47 61 54 50 62 49 52 64 47
 64 45 69 61 64 67 66 57 62 57 64 57 61 51 66 60 52 68 59 69 53 57 60 62
 47 59 64 65 64 52 59 59 50 49 69 45 81 81 50 81 78 47 74 62 78 78 62 71
 59 59 62 59 56 59 71 52 76 59 74 68 73 55 52 69 57 49 72 54 52 66 50 57
 66 62 69 74 59 57 50 72 71 55 62 54 52 50 66 49 64 52 62 57 69 61 45 55
 50 54 48 57 47 62 45 60 43 59 47 52 67 50 59 45 49 64 64 69 52 61 67 64
 66 62 50 57 64 -1 -1 61 -1 -1 62"
453,Johann Sebastian Bach,-1 -1 -1 ... 38 62 -1
454,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
455,Johann Sebastian Bach,-1 -1 -1 ... -1 62 38
456,Johann Sebastian Bach,-1 -1 -1 ... 38 -1 -1
457,Johann Sebastian Bach,-1 -1 -1 ... 62 38 -1
458,Johann Sebastian Bach,-1 -1 -1 ... 62 -1 -1
459,Johann Sebastian Bach,-1 -1 -1 ... 65 61 -1
460,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
461,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
462,Johann Sebastian Bach,-1 -1 -1 ... 76 -1 -1
463,Johann Sebastian Bach,-1 -1 -1 ... 69 76 40
464,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
465,Johann Sebastian Bach,-1 -1 -1 ... 66 68 -1
466,Johann Sebastian Bach,-1 -1 -1 ... 69 -1 40
467,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
468,Johann Sebastian Bach,-1 -1 -1 ... 64 -1 -1
469,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
470,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
471,Johann Sebastian Bach,-1 -1 -1 ... -1 63 -1
472,Johann Sebastian Bach,-1 -1 -1 ... 67 -1 -1
473,Johann Sebastian Bach,-1 -1 -1 ... 65 65 -1
474,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
475,Johann Sebastian Bach,-1 -1 -1 ... 36 65 41
476,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
477,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
478,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
479,Johann Sebastian Bach,"-1 -1 -1 -1 -1 -1 65 56 53 -1 68 -1 -1 72 -1 77 67 58 77 -1 -1 76 79 -1
 60 68 72 77 -1 76 77 56 72 70 68 73 58 68 67 70 64 55 73 72 70 65 68 53
 56 60 70 65 72 55 70 72 65 70 72 70 64 72 70 72 70 67 68 70 56 72 68 64
 65 61 58 73 67 70 48 60 64 52 55 60 65 67 49 65 67 60 65 67 65 67 58 65
 67 65 64 61 65 -1 67 52 72 55 70 73 60 64 73 72 48 70 41 69 63 45 48 53
 70 42 72 61 70 72 53 70 72 70 51 72 70 72 70 54 69 70 45 72 65 48 63 66
 45 66 41 65 63 46 61 72 70 73 67 46 48 70 68 70 49 68 67 68 43 70 60 46
 61 65 55 51 65 39 63 61 60 44 48 51 72 56 46 61 70 56 73 55 58 63 48 72
 51 75 56 60 49 65 73 60 77 58 61 51 75 55 73 63 72 53 70 67 63 61 68 73
 65 72 55 70 72 65 70 72 70 72 63 70 61 60 56 63 65 55 67 53 68 67 49 68
 77 75 60 51 58 60 68 58 60 58 60 67 58 73 72 56 44 68 72 76 77 56 76 77
 53 79 52 55 58 61 48 53 52 55 56 53 72 77 80 74 77 51 71 50 72 71 55 72
 71 72 59 71 72 71 62 67 72 56 74 72 74 67 72 74 72 74 65 72 74 72 68 74
 72 71 72 59 74 79 62 77 80 67 71 80 55 79 77 75 60 84 56 77 83 84 79 80
 53 77 75 55 71 72 66 67 72 74 59 65 48 72 60 65 55 64 67 60 53 52 55 45
 65 69 53 72 75 69 41 78 72 53 75 46 73 49 53 70 58 48 64 58 56 72 60 50
 65 53 70 55 67 52 64 60 56 64 65 71 72 48 55 65 64 67 70 73 72 70 49 51
 69 53 65 69 63 72 77 61 70 60 69 75 58 73 54 68 49 67 70 46 64 55 72 48
 65 46 70 48 64 55 73 72 56 59 65 68 60 65 64 48 67 49 65 68 72 77 58 67
 77 76 79 68 60 48 72 77 76 77 56 72 70 68 73 58 68 67 70 64 55 73 72 70
 68 56 65 63 62 65 53 59 68 67 65 64 55 60 58 61 52 55 61 60 58 56 53 72
 70 73 55 64 58 73 72 70 56 60 68 79 77 80 56 71 80 79 77 76 58 55 77 79
 76 82 55 52 73 72 70 53 60 68 70 72 65 74 59 68 67 65 55 64 60 55 58 56
 65 53 47 50 36 55 62 53 59 60 55 58 60 64 57 53 65 41 -1 -1 -1 -1 -1 -1"
480,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
481,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
482,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
483,Johann Sebastian Bach,-1 -1 -1 ... 78 70 -1
484,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
485,Johann Sebastian Bach,-1 -1 -1 ... 54 42 -1
486,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
487,Johann Sebastian Bach,-1 -1 -1 ... 66 42 -1
488,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
489,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
490,Johann Sebastian Bach,-1 -1 -1 ... 79 -1 -1
491,Johann Sebastian Bach,-1 -1 -1 ... 71 -1 -1
492,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
493,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
494,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
495,Johann Sebastian Bach,-1 -1 -1 ... 79 -1 -1
496,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
497,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
498,Johann Sebastian Bach,-1 -1 -1 ... 62 -1 59
499,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
500,Johann Sebastian Bach,"-1 -1 -1 -1 -1 -1 43 67 -1 62 65 63 -1 -1 58 57 60 -1 54 63 62 62 60 69
 60 58 58 57 55 58 74 60 69 -1 72 62 70 -1 65 64 67 61 70 69 70 69 67 76
 67 66 67 66 64 50 66 62 67 69 60 58 62 67 70 57 72 67 66 64 66 74 69 62
 51 72 53 67 71 72 74 59 51 55 67 63 72 75 77 50 56 72 71 53 69 71 55 79
 74 43 77 48 75 72 67 70 68 63 62 65 59 68 67 65 74 65 63 62 63 60 79 74
 71 77 67 75 72 58 57 66 67 60 69 54 75 57 74 72 81 -1 72 70 -1 -1 -1 -1"
501,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
502,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
503,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
504,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
505,Johann Sebastian Bach,-1 -1 -1 ... -1 67 67
506,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
507,Johann Sebastian Bach,-1 -1 -1 ... 69 -1 -1
508,Johann Sebastian Bach,-1 -1 -1 ... 68 -1 65
509,Johann Sebastian Bach,-1 -1 -1 ... 50 38 -1
510,Johann Sebastian Bach,-1 -1 -1 ... 38 50 -1
511,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
512,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
513,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
514,Johann Sebastian Bach / Egon Petri,-1 -1 -1 ... -1 -1 -1
515,Johann Sebastian Bach / Egon Petri,-1 -1 -1 ... -1 -1 82
516,Johann Sebastian Bach / Ferruccio Busoni,"-1 -1 -1 -1 -1 58 63 27 -1 65 67 67 27 65 68 39 27 67 43 31 56 -1 67 32
 44 63 -1 65 56 34 46 55 62 39 27 63 58 27 63 65 67 67 39 27 65 68 39 27
 67 58 43 31 56 67 32 44 63 65 56 46 34 55 62 27 39 63 70 70 43 31 68 36
 48 67 65 63 65 46 34 63 62 60 58 44 32 60 62 63 31 65 67 65 68 39 27 67
 65 63 46 67 34 65 50 38 58 67 51 39 69 50 38 70 65 48 63 62 63 51 39 60
 69 53 41 70 55 43 72 65 45 57 63 -1 62 63 53 41 72 74 75 74 58 46 72 70
 72 70 72 57 70 45 69 70 55 43 69 67 65 63 53 41 62 60 58 51 60 39 62 63
 65 63 50 38 65 63 62 63 48 36 69 70 72 70 51 39 69 67 65 70 50 38 46 34
 65 63 53 41 62 63 62 41 29 58 58 43 31 63 62 33 60 62 34 46 58 26 38 57
 27 39 55 36 24 57 29 58 57 58 57 58 57 55 57 58 34 46 48 36 46 34 58 44
 63 43 65 67 29 41 67 39 38 65 26 51 36 67 58 55 48 36 56 58 67 43 31 63
 65 58 56 34 55 58 62 27 39 63 58 43 31 63 44 32 60 65 67 67 44 56 65 68
 58 38 50 67 58 39 51 56 67 48 36 63 65 56 50 38 55 62 51 39 63 58 50 38
 65 67 63 48 36 69 58 43 31 70 63 60 36 58 65 57 50 38 58 67 39 51 63 69
 65 70 50 38 43 31 72 63 45 33 67 46 62 65 63 38 26 65 27 39 60 62 60 62
 41 60 58 60 58 46 45 33 34 46 70 48 36 70 50 38 34 51 68 39 67 65 63 65
 46 34 63 62 60 44 58 32 60 62 63 43 31 65 67 65 68 39 27 58 67 65 63 67
 46 58 34 65 56 50 38 46 34 55 51 39 50 48 53 55 53 55 67 47 53 55 53 55
 53 48 72 63 51 74 65 75 43 67 75 63 48 74 65 46 74 44 56 75 72 67 51 55
 39 65 56 75 53 67 41 72 74 65 65 55 43 63 60 71 53 62 44 72 63 43 55 41
 67 40 67 41 56 53 58 56 58 56 58 51 39 55 65 56 38 50 63 62 36 60 62 35
 47 55 60 59 31 43 57 55 57 53 41 59 60 51 39 62 63 62 65 48 36 63 62 60
 55 63 43 62 59 47 55 63 48 60 66 58 46 67 62 45 57 60 58 60 48 36 57 69
 66 50 38 67 51 39 69 42 62 30 60 58 60 50 38 72 70 43 55 69 67 53 41 69
 67 66 67 51 39 65 63 62 50 60 38 58 57 55 36 57 48 58 60 34 46 62 60 58
 60 45 33 66 67 69 67 36 48 66 64 62 46 67 34 43 62 31 60 50 38 58 60 58
 38 57 26 55 55 43 31 39 27 58 41 29 43 31 60 32 44 43 31 62 32 44 46 34
 63 51 48 36 53 55 34 46 55 48 36 53 50 38 56 51 39 55 58 48 36 56 44 67
 32 63 65 56 46 34 55 62 36 48 46 63 60 48 36 58 50 38 67 58 51 39 50 38
 67 39 65 67 65 70 67 65 63 65 70 63 55 51 53 41 68 55 43 67 65 56 44 63
 65 50 38 63 62 46 34 60 58 60 44 62 63 55 43 65 67 65 51 68 39 67 65 63
 67 46 58 44 65 55 58 46 43 63 72 63 56 51 44 74 58 46 43 75 68 60 70 68
 53 48 41 67 68 51 55 39 72 74 56 41 44 75 55 43 34 53 55 53 55 77 53 51
 53 68 70 68 36 39 67 68 44 32 65 67 46 34 65 63 43 31 65 63 62 63 44 32
 73 43 72 70 41 68 29 67 65 39 27 63 65 38 26 67 68 70 68 41 70 68 67 68
 46 34 62 63 48 36 65 63 46 62 44 60 32 58 43 70 31 63 36 48 44 32 65 63
 34 62 48 36 68 67 38 65 67 51 39 43 63 31 60 56 44 41 29 62 62 46 53 34
 34 22 63 -1 -1 63 51 27 -1"
517,Johann Sebastian Bach / Franz Liszt,-1 -1 -1 ... -1 -1 -1
518,Johann Sebastian Bach / Franz Liszt,-1 -1 -1 ... 45 -1 69
519,Johann Sebastian Bach / Myra Hess,-1 -1 -1 ... -1 -1 -1
520,Johann Strauss / Alfred Grünfeld,-1 -1 -1 ... 37 49 -1
521,Johannes Brahms,-1 -1 -1 ... -1 -1 -1
522,Johannes Brahms,-1 -1 -1 ... 84 -1 -1
523,Joseph Haydn,-1 -1 -1 ... 51 79 39
524,Joseph Haydn,-1 -1 -1 ... -1 -1 -1
525,Joseph Haydn,-1 -1 -1 ... -1 -1 -1
526,Joseph Haydn,-1 -1 -1 ... 67 60 60
527,Joseph Haydn,-1 -1 -1 ... 74 -1 70
528,Joseph Haydn,65 -1 -1 ... 46 -1 -1
529,Joseph Haydn,-1 -1 -1 ... 72 48 84
530,Joseph Haydn,-1 -1 -1 ... 48 84 -1
531,Joseph Haydn,-1 -1 -1 ... -1 76 84
532,Joseph Haydn,-1 -1 -1 ... 45 29 -1
533,Joseph Haydn,-1 -1 -1 ... 84 48 -1
534,Joseph Haydn,-1 -1 -1 ... -1 -1 -1
535,Joseph Haydn,-1 -1 -1 ... 72 76 48
536,Joseph Haydn,-1 -1 -1 ... 79 84 -1
537,Joseph Haydn,-1 -1 -1 ... 48 60 36
538,Joseph Haydn,-1 -1 -1 ... 48 59 60
539,Joseph Haydn,-1 -1 -1 ... 59 36 48
540,Joseph Haydn,-1 -1 -1 ... 74 62 -1
541,Joseph Haydn,-1 -1 -1 ... 52 62 50
542,Joseph Haydn,-1 -1 -1 ... 47 44 40
543,Joseph Haydn,-1 -1 -1 ... -1 -1 -1
544,Joseph Haydn,-1 -1 -1 ... 63 63 55
545,Joseph Haydn,-1 -1 -1 ... 63 51 -1
546,Joseph Haydn,-1 -1 -1 ... 63 43 51
547,Joseph Haydn,-1 -1 -1 ... 87 85 63
548,Joseph Haydn,-1 -1 -1 ... 63 39 -1
549,Joseph Haydn,-1 -1 -1 ... 87 51 55
550,Joseph Haydn,-1 -1 -1 ... 38 31 -1
551,Joseph Haydn,-1 -1 -1 ... -1 53 77
552,Leoš Janáček,-1 -1 -1 ... -1 -1 -1
553,Ludwig van Beethoven,-1 -1 -1 ... -1 67 35
554,Ludwig van Beethoven,-1 -1 -1 ... 31 67 55
555,Ludwig van Beethoven,-1 -1 -1 ... 67 79 -1
556,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 82
557,Ludwig van Beethoven,-1 -1 -1 ... 46 70 -1
558,Ludwig van Beethoven,-1 -1 -1 ... 70 46 -1
559,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
560,Ludwig van Beethoven,-1 -1 -1 ... 64 74 62
561,Ludwig van Beethoven,-1 -1 -1 ... 67 55 43
562,Ludwig van Beethoven,-1 -1 -1 ... 31 55 43
563,Ludwig van Beethoven,-1 -1 -1 ... 79 74 43
564,Ludwig van Beethoven,-1 -1 -1 ... 43 55 43
565,Ludwig van Beethoven,-1 -1 -1 ... -1 74 62
566,Ludwig van Beethoven,-1 -1 -1 ... 74 38 -1
567,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
568,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
569,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
570,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
571,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
572,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
573,Ludwig van Beethoven,-1 -1 -1 ... 87 68 39
574,Ludwig van Beethoven,-1 -1 -1 ... 58 68 75
575,Ludwig van Beethoven,-1 -1 -1 ... 75 69 -1
576,Ludwig van Beethoven,-1 -1 -1 ... 67 48 76
577,Ludwig van Beethoven,-1 -1 -1 ... 72 -1 79
578,Ludwig van Beethoven,-1 -1 -1 ... 36 81 -1
579,Ludwig van Beethoven,-1 -1 -1 ... 36 80 -1
580,Ludwig van Beethoven,-1 -1 -1 ... 67 43 72
581,Ludwig van Beethoven,-1 -1 -1 ... 67 36 84
582,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 48
583,Ludwig van Beethoven,-1 -1 -1 ... 60 67 72
584,Ludwig van Beethoven,-1 -1 -1 ... -1 89 82
585,Ludwig van Beethoven,-1 -1 -1 ... -1 46 82
586,Ludwig van Beethoven,-1 -1 -1 ... 39 -1 -1
587,Ludwig van Beethoven,-1 -1 -1 ... 68 51 39
588,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 51
589,Ludwig van Beethoven,-1 -1 -1 ... 43 -1 -1
590,Ludwig van Beethoven,-1 -1 -1 ... 51 63 -1
591,Ludwig van Beethoven,-1 -1 -1 ... -1 64 40
592,Ludwig van Beethoven,-1 -1 -1 ... 40 -1 -1
593,Ludwig van Beethoven,-1 -1 -1 ... 76 36 82
594,Ludwig van Beethoven,-1 -1 -1 ... 79 -1 48
595,Ludwig van Beethoven,-1 -1 -1 ... 55 43 84
596,Ludwig van Beethoven,-1 -1 -1 ... 72 -1 72
597,Ludwig van Beethoven,-1 -1 -1 ... 51 87 -1
598,Ludwig van Beethoven,-1 -1 -1 ... 78 -1 87
599,Ludwig van Beethoven,-1 -1 -1 ... 46 87 51
600,Ludwig van Beethoven,-1 -1 -1 ... 34 80 75
601,Ludwig van Beethoven,-1 -1 -1 ... -1 51 87
602,Ludwig van Beethoven,-1 -1 -1 ... -1 39 87
603,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
604,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
605,Ludwig van Beethoven,-1 -1 -1 ... 74 50 38
606,Ludwig van Beethoven,-1 -1 -1 ... 86 86 74
607,Ludwig van Beethoven,-1 -1 -1 ... 83 -1 -1
608,Ludwig van Beethoven,-1 -1 -1 ... 74 50 -1
609,Ludwig van Beethoven,-1 -1 -1 ... -1 50 50
610,Ludwig van Beethoven,-1 -1 -1 ... 60 60 54
611,Ludwig van Beethoven,-1 -1 -1 ... 39 63 -1
612,Ludwig van Beethoven,-1 -1 -1 ... 32 -1 -1
613,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
614,Ludwig van Beethoven,-1 -1 -1 ... -1 -1 -1
615,Mikhail Glinka / Mily Balakirev,-1 -1 -1 ... 58 46 -1
616,Mikhail Glinka / Mily Balakirev,-1 -1 -1 ... 34 -1 -1
617,Mily Balakirev,-1 -1 -1 ... -1 89 -1
618,Mily Balakirev,-1 -1 -1 ... 49 48 25
619,Muzio Clementi,-1 -1 -1 ... 42 49 -1
620,Muzio Clementi,-1 -1 -1 ... 49 42 -1
621,Niccolò Paganini / Franz Liszt,-1 -1 -1 ... 57 78 81
622,Nikolai Medtner,-1 -1 -1 ... -1 -1 -1
623,Nikolai Medtner,-1 -1 -1 ... 23 -1 -1
624,Nikolai Rimsky-Korsakov / Sergei Rachmaninoff," -1  -1  -1  -1  89  88  88  85  86  85  -1  84  83  84  83  82  81  80
  79  78  77  76  75  74  73  74  73  72  71  72  71  70  69  68  67  66
  64  63  62  61  62  61  60  59  64  63  62  61  62  61  60  -1  59  64
  63  62  61  62  61  60  59  64  63  62  61  62  61  60  59  52  60  63
  62  61  60  65  64  45  63  60  63  62  61  54  60  61  62  45  52  60
  63  62  61  60  65  64  45  52  60  63  62  61  54  61  62  45  52  63
  60  62  62  61  60  59  57  61  62  63  56  64  65  64  63  57  64  63
  62  61  50  62  61  60  59  45  61  62  63  40  64  66  37  45  52  69
  68  67  66  53  70  69  68  69  68  67  66  55  65  66  67  68  62  53
  68  67  66  65  70  41  68  57  68  67  66  55  66  67  68  62  69  68
  67  66  61  67  66  65  64  65  66  67  68  57  69  70  71  68  50  50
  68  67  66  55  67  66  65  64  50  45  66  67  68  49  69  70  69  68
  50  57  56  57  56  57  56  57  56  70  56  70  56  70  56  70  59  69
  68  69  68  69  68  68  68  82  68  82  68  80  69  69  70  69  68  69
  57  70  69  56  68  69  55  57  70  69  68  53  60  70  71  72  81  73
  82  72  71  84  70  85  69  84  71  82  72  73  81  72  71  62  54  61
  62  61  62  61  62  61  60  75  61  75  61  75  61  75  62  74  74  73
  74  73  74  74  73  87  72  87  73  87  73  87  74  75  74  73  74  75
  74  73  62  74  61  74  73  60  74  65  59  74  73  62  58  76  78  76
  86  78  88  77  89  74  90  75  89  76  74  77  78  86  77  76  75  67
  55  72  71  70  87  75  84  86  85  74  86  85  84  83  75  83  84  85
  70  85  84  83  66  83  82  81  70  67  83  84  85  73  65  69  74  75
  87  76  88  87  86  85  76  86  85  84  83  84  83  76  77  76  79  81
  76  77  76  75  64  76  77  60  76  75  57  59  76  77  53  75  57  77
  60  75  76  67  64  63  52  64  65  48  64  63  45  35  65  41  63  45
  65  48  63  64  40  63  52  62  61  62  61  60  59  60  59  58  57  56
  55  54  53  52  53  52  51  52  53  52  51  52  53  52  51  52  53  52
  51  52  53  52  51  72  53  69  52  51  65  52  53  65  51  65  52  53
  69  52  51  72  53  52  51  81  53  81  51  77  53  77  69  51  77  53
  81  76  51  53  88  52  51  52  65  66  67  68  65  69  70  71  72  64
  73  74  75  72  77  78  79  76  81  82  83  84  85  86  87  84  77  76
  75  81  69  75  74  73  72  77  76  75  69  75  74  54  62  81  72  73
  74  81  57  69  74  73  72  77  76  75  69  57  75  74  54  57  62  81
  69  72  73  74  75  81  69  75  74  73  74  73  72  71  57  52  73  74
  75  76  52  77  76  75  57  75  74  73  74  50  73  72  71  45  40  74
  75  76  47  78  79  37  80  45  52  81  80  79  38  45  77  82  81  80
  81  80  79  46  55  62  86  78  79  57  80  86  80  79  78  77  82  41
  80  57  80  79  46  55  86  77  78  79  57  65  86  80  79  78  55  46
  79  78  77  76  53  77  78  79  80  49  81  82  81  80  50  81  78  53
  50  78  79  48  59  81  83  83  86  60  88  89  88  45  52  60  87  86
  69  84  89  88  87  60  87  86  42  93  84  57  85  86  52  93  60  86
  69  84  89  45  87  60  88  87  86  42  85  50  93  57  85  45  52  93
  60  80  81  82  83  65  85  53  62  86  55  85  84  83  62  83  65  82
  81  69  80  81  82  83  52  84  85  86  87  64  88  89  88  87  88  89
  88  69  57  60  92  81  95  96  96  77  95  74 100  97  62  71  96  95
  65  96  95  77  94  93  92  93  94  64  96  97  98  76  99 100 101  -1
 100  99 100 103  81 105 107 104 103  61 103 102 101 100  65  57  62 101
 100  99  98  -1  97  96  95  94  69  93  92  93  61  55  90  89  88  62
  88  87  45  85  84  81  52  81  68  80  70  69  82  68  69  69  82  83
  70  84  85  71  64  86  72  64  88  89  88  76  86  89  76  88  77  75
  88  78  88  79  88  91  92  93  81  76  77  78  64  79  72  81  82  83
  84  85  86  87  77  89  90  91  75  93  94  95  81  97  99  88 100  86
 102  84 104  81  81  69  57  -1  -1  57"
625,Orlando Gibbons,-1 -1 -1 ... -1 -1 -1
626,Percy Grainger,-1 -1 -1 ... -1 87 -1
627,Pyotr Ilyich Tchaikovsky,-1 -1 -1 ... 48 60 48
628,Pyotr Ilyich Tchaikovsky,-1 -1 -1 ... 48 38 36
629,Pyotr Ilyich Tchaikovsky,-1 -1 -1 ... 88 86 78
630,Pyotr Ilyich Tchaikovsky,-1 -1 -1 ... 82 -1 96
631,Pyotr Ilyich Tchaikovsky,-1 -1 -1 ... 91 -1 -1
632,Pyotr Ilyich Tchaikovsky / Mikhail Pletnev,-1 -1 -1 ... 67 50 -1
633,Pyotr Ilyich Tchaikovsky / Mikhail Pletnev,-1 -1 -1 ... 67 55 -1
634,Pyotr Ilyich Tchaikovsky / Mikhail Pletnev, -1  -1  -1 ... 100  -1  24
